Date,Action,Phase,Product ID,Product Name,Price,Sector,Index,10D ROI,Index 10D ROI,Last X Day High,Last X Day Low,SD Ratio,Max ROI,Min ROI,10D Max ROI,10D MIN ROI,Current ROI,Vol spike,Long Stop Loss SD,Long Stop Loss XD,Long Profit Take,Short Stop Loss SD,Short Stop Loss XD,Short Profit Take,Slope,Long RR,Short RR,S/R,Price:S/R %,1 Day,1 Day %,Portfolio Status,Portfolio Return,Portfolio Max Return,Held Duration,Open Low Range %,Correlation co-efficient,Phase (numerical),Bonus,Lyr,5yr,3yr,1yr
20190124,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.627,016,016,0.06,1.42,10000.00,0.00,-0.92,1.47,0.00,NaN,NaN,1.45,NaN,1.63,1.62,1.63,1.63,1.63,1.63,1.59,2.20,0.34,1.62,0.236,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.1511,14.00,0.00,3.02,NaN,NaN,NaN
20190125,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.627,016,016,0.06,2.33,10000.00,0.00,-0.78,1.46,0.00,NaN,NaN,1.44,NaN,1.63,1.62,1.63,1.63,1.63,1.63,1.59,1.90,0.40,1.62,0.236,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.1566,14.00,0.00,3.02,NaN,NaN,NaN
20190129,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.627,016,016,0.06,1.73,10000.00,0.00,-1.19,1.45,0.00,NaN,NaN,1.43,NaN,1.63,1.62,1.63,1.63,1.63,1.63,1.59,3.02,0.23,1.62,0.236,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.1659,14.00,0.00,3.02,NaN,NaN,NaN
20190130,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.627,016,016,0.06,1.19,10000.00,0.00,-1.04,1.44,0.00,NaN,NaN,1.42,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.60,2.52,0.29,1.62,0.237,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.1694,14.00,0.00,3.02,NaN,NaN,NaN
20190131,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.627,016,016,0.06,0.68,10000.00,0.00,-0.90,1.44,0.00,NaN,NaN,1.42,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.60,2.14,0.35,1.62,0.237,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.1765,14.00,0.00,3.02,NaN,NaN,NaN
20190201,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.627,016,016,0.07,0.36,10000.00,0.00,-0.75,1.43,0.00,NaN,NaN,1.41,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.60,1.84,0.42,1.62,0.237,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.1821,14.00,0.00,3.02,NaN,NaN,NaN
20190204,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.627,016,016,0.08,0.30,10000.00,0.00,-0.35,1.41,0.00,NaN,NaN,1.39,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.60,1.24,0.63,1.60,1.517,0.00,0.02,NOT HELD,NaN,NaN,NaN,0,-0.1892,14.00,0.00,3.02,NaN,NaN,NaN
20190205,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.627,016,016,0.07,1.63,10000.00,0.00,-0.21,1.41,0.00,NaN,NaN,1.39,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.60,1.08,0.73,1.60,1.523,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.1891,14.00,0.00,3.02,NaN,NaN,NaN
20190206,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.628,016,016,0.07,2.48,10000.00,0.00,-0.08,1.40,0.00,NaN,NaN,1.38,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.60,0.96,0.83,1.60,1.523,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.1973,14.00,0.00,3.02,NaN,NaN,NaN
20190207,Normal ReBal,No action.,011,CFS WS Cash (011),1.628,016,016,0.07,3.91,0.00,0.00,-0.43,1.40,0.00,NaN,NaN,1.38,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.60,1.33,0.59,1.60,1.517,0.00,0.00,NOT HELD,NaN,NaN,NaN,0,-0.2093,0.00,0.00,3.02,NaN,NaN,NaN
20190208,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.628,016,016,0.08,2.99,10000.00,0.00,0.18,1.39,0.00,NaN,NaN,1.37,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.61,0.75,1.06,1.60,1.529,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.2074,14.00,0.00,3.02,NaN,NaN,NaN
20190211,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.628,016,016,0.09,2.17,10000.00,0.00,0.09,1.38,0.00,NaN,NaN,1.36,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.60,0.82,0.97,1.60,1.523,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.2245,14.00,0.00,3.02,NaN,NaN,NaN
20190212,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.628,016,016,0.08,3.27,10000.00,0.00,0.23,1.37,0.00,NaN,NaN,1.35,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.61,0.72,1.10,1.60,1.528,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.2220,14.00,0.00,3.02,NaN,NaN,NaN
20190213,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.628,016,016,0.08,3.34,10000.00,0.00,0.35,1.36,0.00,NaN,NaN,1.35,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.61,0.63,1.24,1.60,1.528,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.2364,14.00,0.00,3.02,NaN,NaN,NaN
20190214,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.628,016,016,0.08,3.46,10000.00,0.00,0.47,1.36,0.00,NaN,NaN,1.34,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.62,0.56,1.39,1.60,1.534,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.2335,14.00,0.00,3.02,NaN,NaN,NaN
20190215,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.628,016,016,0.08,3.54,10000.00,0.00,0.60,1.35,0.00,NaN,NaN,1.33,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.62,0.49,1.57,1.60,1.534,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.2372,14.00,0.00,3.02,NaN,NaN,NaN
20190218,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.629,016,016,0.08,3.43,10000.00,0.00,0.98,1.33,0.00,NaN,NaN,1.31,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.62,0.32,2.34,1.60,1.534,0.00,0.02,NOT HELD,NaN,NaN,NaN,0,-0.2462,14.00,0.00,3.03,NaN,NaN,NaN
20190219,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.629,016,016,0.08,2.07,10000.00,0.00,1.10,1.33,0.00,NaN,NaN,1.31,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.62,0.27,2.69,1.60,1.540,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.2418,14.00,0.00,3.03,NaN,NaN,NaN
20190220,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.629,016,016,0.08,1.56,10000.00,0.00,1.21,1.32,0.00,NaN,NaN,1.30,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.62,0.23,3.08,1.62,0.401,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.2434,14.00,0.00,3.03,NaN,NaN,NaN
20190221,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.629,016,016,0.09,1.16,10000.00,0.00,1.31,1.31,0.00,NaN,NaN,1.30,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.62,0.19,3.54,1.62,0.401,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.2432,14.00,0.00,3.03,NaN,NaN,NaN
20190222,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.629,016,016,0.08,2.13,10000.00,0.00,1.42,1.31,0.00,NaN,NaN,1.29,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.62,0.16,4.11,1.62,0.401,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.2462,14.00,0.00,3.03,NaN,NaN,NaN
20190225,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.629,016,016,0.07,2.75,10000.00,0.00,0.81,1.30,0.00,NaN,NaN,1.28,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.62,0.39,1.96,1.60,1.539,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.2420,14.00,0.00,3.03,NaN,NaN,NaN
20190226,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.629,016,016,0.07,1.59,10000.00,0.00,0.94,1.30,0.00,NaN,NaN,1.28,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.63,0.33,2.24,1.62,0.402,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.2364,14.00,0.00,3.03,NaN,NaN,NaN
20190227,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.629,016,016,0.07,1.77,10000.00,0.00,1.05,1.29,0.00,NaN,NaN,1.27,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.63,0.29,2.54,1.60,1.545,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.2354,14.00,0.00,3.03,NaN,NaN,NaN
20190228,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.629,016,016,0.07,2.06,10000.00,0.00,1.16,1.28,0.00,NaN,NaN,1.27,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.63,0.25,2.90,1.62,0.404,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.2283,14.00,0.00,3.03,NaN,NaN,NaN
20190301,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.630,016,016,0.07,2.48,10000.00,0.00,1.27,1.28,0.00,NaN,NaN,1.26,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.63,0.21,3.34,1.62,0.404,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.2249,14.00,0.00,3.03,NaN,NaN,NaN
20190304,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.630,016,016,0.07,2.79,10000.00,0.00,1.15,1.26,0.00,NaN,NaN,1.25,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.63,0.25,2.87,1.61,1.545,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.2277,14.00,0.00,3.03,NaN,NaN,NaN
20190305,Normal ReBal,No action.,011,CFS WS Cash (011),1.630,016,016,0.06,2.01,0.00,0.00,0.78,1.26,0.00,NaN,NaN,1.25,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.63,0.40,1.90,1.61,1.545,0.00,0.00,NOT HELD,NaN,NaN,NaN,0,-0.2248,0.00,0.00,3.03,NaN,NaN,NaN
20190306,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.630,016,016,0.06,2.66,10000.00,0.00,0.90,1.26,0.00,NaN,NaN,1.24,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.63,0.35,2.15,1.61,1.551,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.2153,14.00,0.00,3.03,NaN,NaN,NaN
20190307,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.630,016,016,0.07,2.58,10000.00,0.00,1.50,1.25,0.00,NaN,NaN,1.23,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.64,0.13,4.64,1.61,1.557,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.2160,14.00,0.00,3.03,NaN,NaN,NaN
20190308,Normal ReBal,No action.,011,CFS WS Cash (011),1.630,016,016,0.06,1.16,0.00,0.00,1.11,1.25,0.00,NaN,NaN,1.23,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.64,0.26,2.74,1.61,1.557,0.00,0.00,NOT HELD,NaN,NaN,NaN,0,-0.2079,0.00,0.00,3.03,NaN,NaN,NaN
20190311,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.630,016,016,0.07,0.17,10000.00,0.00,1.48,1.23,0.00,NaN,NaN,1.21,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.65,0.14,4.53,1.61,1.562,0.00,0.02,NOT HELD,NaN,NaN,NaN,0,-0.2086,14.00,0.00,3.03,NaN,NaN,NaN
20190312,Normal ReBal,No action.,011,CFS WS Cash (011),1.630,016,016,0.07,0.87,0.00,0.00,1.11,1.23,0.00,NaN,NaN,1.21,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.65,0.27,2.72,1.61,1.562,0.00,0.00,NOT HELD,NaN,NaN,NaN,0,-0.2017,0.00,0.00,3.03,NaN,NaN,NaN
20190313,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.631,016,016,0.07,0.22,10000.00,0.00,1.22,1.22,0.00,NaN,NaN,1.21,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.65,0.22,3.12,1.61,1.229,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.2042,14.00,0.00,3.03,NaN,NaN,NaN
20190314,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.631,016,016,0.07,0.25,10000.00,0.00,1.33,1.21,0.00,NaN,NaN,1.20,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.65,0.19,3.60,1.61,1.568,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.1973,14.00,0.00,3.03,NaN,NaN,NaN
20190315,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.631,016,016,0.07,-0.15,10000.00,0.00,1.43,1.21,0.00,NaN,NaN,1.19,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.65,0.15,4.20,1.62,0.572,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.2003,14.00,0.00,3.03,NaN,NaN,NaN
20190318,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.631,016,016,0.07,-0.52,10000.00,0.00,1.32,1.20,0.00,NaN,NaN,1.18,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.65,0.19,3.57,1.62,0.898,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.2018,14.00,0.00,3.03,NaN,NaN,NaN
20190319,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.631,016,016,0.07,-0.08,10000.00,0.00,1.43,1.19,0.00,NaN,NaN,1.18,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.65,0.16,4.16,1.61,1.400,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.1944,14.00,0.00,3.04,NaN,NaN,NaN
20190320,Normal ReBal,UL Rebalance,011,CFS WS Cash (011),1.631,016,016,0.07,-1.03,10000.00,0.00,1.53,1.18,0.00,NaN,NaN,1.17,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.66,0.13,4.87,1.61,1.406,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.1879,14.00,0.00,3.04,NaN,NaN,NaN
20190321,Normal ReBal,UL Rebalance WAKE,011,CFS WS Cash (011),1.631,016,016,0.07,-1.58,10000.00,0.00,1.62,1.18,0.00,NaN,NaN,1.16,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.66,0.10,5.79,1.61,1.406,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.1856,14.00,0.00,3.04,NaN,NaN,NaN
20190322,Normal ReBal,UL Rebalance WAKE,011,CFS WS Cash (011),1.631,016,016,0.07,0.04,10000.00,0.00,1.72,1.17,0.00,NaN,NaN,1.16,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.66,0.07,6.97,1.62,0.574,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.1903,14.00,0.00,3.04,NaN,NaN,NaN
20190325,Normal ReBal,UL Rebalance WAKE,011,CFS WS Cash (011),1.632,016,016,0.07,-0.60,10000.00,0.00,1.60,1.16,0.00,NaN,NaN,1.15,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.66,0.11,5.49,1.62,0.576,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.1943,14.00,0.00,3.04,NaN,NaN,NaN
20190326,Normal ReBal,UL Rebalance WAKE,011,CFS WS Cash (011),1.632,016,016,0.07,-0.56,10000.00,0.00,1.69,1.15,0.00,NaN,NaN,1.14,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.67,0.08,6.60,1.62,0.578,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.1891,14.00,0.00,3.04,NaN,NaN,NaN
20190327,Normal ReBal,UL Rebalance WAKE,011,CFS WS Cash (011),1.632,016,016,0.07,-0.18,0.00,0.00,1.33,1.15,0.00,NaN,NaN,1.14,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.66,0.19,3.63,1.62,0.576,0.00,0.00,NOT HELD,NaN,NaN,NaN,0,-0.2006,0.00,0.00,3.04,NaN,NaN,NaN
20190328,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.632,016,016,0.07,0.08,10000.00,0.00,1.44,1.15,0.00,NaN,NaN,1.13,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.67,0.15,4.22,1.62,0.578,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.1940,14.00,0.00,3.04,NaN,NaN,NaN
20190329,Normal ReBal,UL Rebalance,011,CFS WS Cash (011),1.632,016,016,0.07,0.22,10000.00,0.00,1.99,1.13,0.00,NaN,NaN,1.12,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.66,0.00,15.38,1.62,0.576,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.2075,14.00,0.00,3.04,NaN,NaN,NaN
20190331,Normal ReBal,UL Rebalance WAKE,011,CFS WS Cash (011),1.632,016,016,0.06,-0.06,0.00,1.00,1.29,1.13,0.00,NaN,NaN,1.12,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.66,0.20,3.44,1.62,0.576,0.00,0.00,NOT HELD,NaN,NaN,NaN,0,-0.2006,0.00,0.00,3.04,NaN,NaN,NaN
20190401,Normal ReBal,UL Rebalance WAKE,011,CFS WS Cash (011),1.632,016,016,0.06,0.62,10000.00,0.00,1.39,1.13,0.00,NaN,NaN,1.11,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.66,0.17,3.97,1.62,0.574,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.2138,14.00,0.00,3.04,NaN,NaN,NaN
20190402,Normal ReBal,UL Rebalance WAKE,011,CFS WS Cash (011),1.632,016,016,0.06,1.44,10000.00,0.00,1.49,1.12,0.00,NaN,NaN,1.11,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.66,0.14,4.61,1.62,0.576,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.2045,14.00,0.00,3.04,NaN,NaN,NaN
20190403,Normal ReBal,UL Rebalance WAKE,011,CFS WS Cash (011),1.632,016,016,0.06,1.94,10000.00,0.00,1.59,1.12,0.00,NaN,NaN,1.10,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.67,0.11,5.41,1.62,0.578,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.1940,14.00,0.00,3.04,NaN,NaN,NaN
20190404,Normal ReBal,UL Rebalance WAKE,011,CFS WS Cash (011),1.632,016,016,0.06,0.71,10000.00,0.00,1.68,1.11,0.00,NaN,NaN,1.10,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.68,0.08,6.46,1.62,0.580,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.1853,14.00,0.00,3.04,NaN,NaN,NaN
20190405,Normal ReBal,UL Rebalance,011,CFS WS Cash (011),1.632,016,016,0.06,1.18,10000.00,0.00,1.77,1.10,0.00,NaN,NaN,1.09,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.68,0.06,7.92,1.62,0.580,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.1881,14.00,0.00,3.04,NaN,NaN,NaN
20190408,Normal ReBal,UL Rebalance WAKE,011,CFS WS Cash (011),1.633,016,016,0.06,1.84,10000.00,0.00,1.66,1.09,0.00,NaN,NaN,1.08,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.67,0.09,6.25,1.62,0.578,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.1987,14.00,0.00,3.04,NaN,NaN,NaN
20190409,Normal ReBal,UL Rebalance WAKE,011,CFS WS Cash (011),1.633,016,016,0.07,1.75,10000.00,0.00,1.75,1.08,0.00,NaN,NaN,1.07,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.68,0.06,7.51,1.62,1.083,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.1900,14.00,0.00,3.04,NaN,NaN,NaN
20190410,Normal ReBal,UL Rebalance WAKE,011,CFS WS Cash (011),1.633,016,016,0.07,1.06,10000.00,0.00,1.84,1.08,0.00,NaN,NaN,1.07,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.68,0.04,9.29,1.62,0.580,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.1983,14.00,0.00,3.04,NaN,NaN,NaN
20190411,Normal ReBal,UL Rebalance WAKE,011,CFS WS Cash (011),1.633,016,016,0.06,0.51,10000.00,0.00,1.92,1.07,0.00,NaN,NaN,1.06,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.68,0.02,11.79,1.61,1.426,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.1909,14.00,0.00,3.04,NaN,NaN,NaN
20190412,Normal ReBal,UL Rebalance WAKE,011,CFS WS Cash (011),1.633,016,016,0.06,1.25,0.00,0.00,1.57,1.07,0.00,NaN,NaN,1.06,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.67,0.11,5.26,1.61,1.420,0.00,0.00,NOT HELD,NaN,NaN,NaN,0,-0.1907,0.00,0.00,3.04,NaN,NaN,NaN
20190415,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.633,016,016,0.07,0.76,10000.00,0.00,1.47,1.06,0.00,NaN,NaN,1.05,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.67,0.14,4.43,1.62,1.082,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.1969,14.00,0.00,3.04,NaN,NaN,NaN
20190416,Normal ReBal,No action.,011,CFS WS Cash (011),1.633,016,016,0.06,0.62,0.00,0.00,1.13,1.06,0.00,NaN,NaN,1.05,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.67,0.26,2.79,1.62,1.082,0.00,0.00,NOT HELD,NaN,NaN,NaN,0,-0.1870,0.00,0.00,3.04,NaN,NaN,NaN
20190417,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.633,016,016,0.06,-0.26,10000.00,0.00,1.24,1.05,0.00,NaN,NaN,1.04,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.67,0.22,3.19,1.61,1.420,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.1854,14.00,0.00,3.04,NaN,NaN,NaN
20190418,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.633,016,016,0.06,0.54,10000.00,0.00,1.34,1.05,0.00,NaN,NaN,1.04,NaN,1.63,1.62,1.63,1.63,1.64,1.63,1.67,0.18,3.66,1.62,0.580,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.1830,14.00,0.00,3.05,NaN,NaN,NaN
20190423,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.634,016,016,0.07,2.17,10000.00,0.00,1.05,1.03,0.00,NaN,NaN,1.02,NaN,1.63,1.63,1.63,1.63,1.64,1.63,1.67,0.29,2.54,1.61,1.414,0.00,0.02,NOT HELD,NaN,NaN,NaN,0,-0.1781,14.00,0.00,3.05,NaN,NaN,NaN
20190424,Normal ReBal,No action.,011,CFS WS Cash (011),1.634,016,016,0.06,2.19,0.00,0.00,0.73,1.03,0.00,NaN,NaN,1.02,NaN,1.63,1.63,1.63,1.63,1.64,1.63,1.66,0.43,1.79,1.62,0.741,0.00,0.00,NOT HELD,NaN,NaN,NaN,0,-0.1806,0.00,0.00,3.05,NaN,NaN,NaN
20190426,Normal ReBal,UL Rebalance,011,CFS WS Cash (011),1.634,016,016,0.09,1.97,10000.00,0.00,2.21,1.00,0.00,NaN,NaN,0.99,NaN,1.63,1.63,1.63,1.63,1.64,1.63,1.68,-0.05,110.04,1.61,1.595,0.00,0.03,NOT HELD,NaN,NaN,NaN,0,-0.1728,14.00,0.00,3.05,NaN,NaN,NaN
20190429,Normal ReBal,UL Rebalance WAKE,011,CFS WS Cash (011),1.634,016,016,0.09,1.53,10000.00,0.00,1.66,0.99,0.00,NaN,NaN,0.98,NaN,1.63,1.63,1.63,1.63,1.64,1.63,1.67,0.09,6.23,1.62,0.746,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.1683,14.00,0.00,3.05,NaN,NaN,NaN
20190430,Normal ReBal,UL Rebalance WAKE,011,CFS WS Cash (011),1.634,016,016,0.08,1.42,0.00,0.00,1.33,0.99,0.00,NaN,NaN,0.98,NaN,1.63,1.63,1.63,1.63,1.64,1.63,1.67,0.19,3.60,1.62,0.746,0.00,0.00,NOT HELD,NaN,NaN,NaN,0,-0.1585,0.00,0.00,3.05,NaN,NaN,NaN
20190501,Normal ReBal,UL Rebalance WAKE,011,CFS WS Cash (011),1.634,016,016,0.09,1.38,10000.00,0.00,1.42,0.99,0.00,NaN,NaN,0.98,NaN,1.63,1.63,1.63,1.63,1.64,1.63,1.67,0.16,4.11,1.62,0.746,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.1496,14.00,0.00,3.05,NaN,NaN,NaN
20190502,Normal ReBal,UL Rebalance WAKE,011,CFS WS Cash (011),1.634,016,016,0.08,0.67,10000.00,0.00,1.51,0.98,0.00,NaN,NaN,0.97,NaN,1.63,1.63,1.63,1.63,1.64,1.63,1.67,0.13,4.71,1.62,0.746,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.1412,14.00,0.00,3.05,NaN,NaN,NaN
20190503,Normal ReBal,UL Rebalance WAKE,011,CFS WS Cash (011),1.635,016,016,0.09,0.41,10000.00,0.00,1.59,0.97,0.00,NaN,NaN,0.96,NaN,1.63,1.63,1.63,1.63,1.64,1.63,1.67,0.11,5.43,1.62,0.746,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.1326,14.00,0.00,3.05,NaN,NaN,NaN
20190506,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.635,016,016,0.09,-0.16,10000.00,0.00,1.48,0.96,-0.01,NaN,NaN,0.95,NaN,1.63,1.63,1.63,1.63,1.64,1.63,1.67,0.14,4.52,1.62,0.743,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.1257,14.00,0.00,3.05,NaN,NaN,NaN
20190507,Normal ReBal,UL Rebalance,011,CFS WS Cash (011),1.635,016,016,0.09,-0.09,10000.00,0.00,1.56,0.95,-0.01,NaN,NaN,0.95,NaN,1.63,1.63,1.63,1.63,1.64,1.63,1.67,0.11,5.19,1.62,0.746,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.1176,14.00,0.00,3.05,NaN,NaN,NaN
20190508,Normal ReBal,UL Rebalance WAKE,011,CFS WS Cash (011),1.635,016,016,0.06,-1.52,0.00,4.00,0.42,0.97,0.00,NaN,NaN,0.96,NaN,1.63,1.63,1.63,1.64,1.64,1.63,1.65,0.59,1.32,1.62,0.731,-0.00,-0.01,NOT HELD,NaN,NaN,NaN,0,-0.1115,0.00,0.00,3.05,NaN,NaN,NaN
